p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
7.97322612515095e-14	0.301290409870771	0.985	0.993	2.29796350152975e-09	Cluster 1	ENSMODG00000006464
3.88819596745252e-39	0.301017138433625	0.639	0.266	1.12061695977949e-34	Cluster 1	ENSMODG00000009462
8.1151722201357e-36	0.300373195591912	0.985	0.984	2.33887378556531e-31	Cluster 1	ENSMODG00000020640
2.77371886436273e-18	0.299819125518677	0.995	0.989	7.99413513897981e-14	Cluster 1	ENSMODG00000002695
4.40961075326929e-21	0.298791781565508	0.298	0.064	1.27089391519974e-16	Cluster 1	ENSMODG00000017190
4.42508927856532e-49	0.29833374367627	0.997	0.998	1.27535498097531e-44	Cluster 1	ENSMODG00000017377
7.6080507006478e-34	0.298227129155566	0.985	0.963	2.1927162924337e-29	Cluster 1	ENSMODG00000017625
1.2418560762479e-15	0.298046510395428	0.98	0.995	3.57915339735406e-11	Cluster 1	ENSMODG00000007022
1.74722341128338e-19	0.297419018090367	0.962	0.95	5.03567259365983e-15	Cluster 1	ENSMODG00000015800
8.49313570861785e-16	0.297254035570885	0.621	0.459	2.44780664258075e-11	Cluster 1	ENSMODG00000015178
1.06242895979379e-24	0.297075338064854	0.775	0.594	3.06202650502167e-20	Cluster 1	ENSMODG00000010792
2.60370910911737e-23	0.296953214306202	0.957	0.938	7.50415002338716e-19	Cluster 1	ENSMODG00000020667
8.70923392729356e-44	0.296792841770619	0.808	0.5	2.51008831018528e-39	Cluster 1	ENSMODG00000015790
9.05104949234236e-22	0.296497642879036	0.27	0.041	2.60860297418799e-17	Cluster 1	ENSMODG00000017952
2.77602480895086e-21	0.29606991065943	0.982	0.936	8.00078110187728e-17	Cluster 1	ENSMODG00000018045
5.45708399629295e-29	0.295985243882918	0.985	0.995	1.57278617857159e-24	Cluster 1	ENSMODG00000004798
2.62683546636498e-25	0.295692536688641	0.747	0.578	7.5708024976105e-21	Cluster 1	ENSMODG00000014879
8.9439261125962e-13	0.295677325082575	0.558	0.394	2.57772894491135e-08	Cluster 1	ENSMODG00000010972
2.08007009213293e-16	0.295219912923683	0.944	0.894	5.99497001253631e-12	Cluster 1	ENSMODG00000006605
1.377684948093e-12	0.29504868965778	0.944	0.92	3.97062578889882e-08	Cluster 1	ENSMODG00000027911
2.24609458137665e-17	0.294845459591161	0.99	0.991	6.47346919298565e-13	Cluster 1	ENSMODG00000021224
5.20467825490764e-09	0.293198417612205	0.929	0.936	0.000150004031984693	Cluster 1	ENSMODG00000020775
3.34822463055651e-23	0.292964016863384	0.848	0.688	9.64991820772693e-19	Cluster 1	ENSMODG00000005251
1.31586261722036e-12	0.292721648926316	0.955	0.938	3.79244764909079e-08	Cluster 1	ENSMODG00000015284
3.39234830619598e-24	0.292315800461403	0.992	0.989	9.77708705328743e-20	Cluster 1	ENSMODG00000000141
3.79395487107696e-16	0.291821072056453	0.985	0.979	1.09345573339309e-11	Cluster 1	ENSMODG00000011411
3.02737394278882e-25	0.291617510191064	0.997	1	8.72519444051166e-21	Cluster 1	ENSMODG00000002884
5.47939031425026e-17	0.291360003800023	0.977	0.979	1.57921508247007e-12	Cluster 1	ENSMODG00000006458
4.19008033157318e-29	0.291270840656963	0.487	0.172	1.20762305236271e-24	Cluster 1	ENSMODG00000020693
4.4590430069401e-24	0.290835667060583	1	0.998	1.28514078503021e-19	Cluster 1	ENSMODG00000001825
4.19779669277593e-22	0.290402584680047	0.391	0.126	1.20984698482495e-17	Cluster 1	ENSMODG00000024092
3.22224539978872e-15	0.289896932568606	0.465	0.239	9.28683346673107e-11	Cluster 1	ENSMODG00000023069
2.7389692429657e-23	0.289683515752551	0.965	0.97	7.89398325515143e-19	Cluster 1	ENSMODG00000006101
8.57368758162571e-08	0.289400128281386	0.987	0.995	0.00247102249790035	Cluster 1	ENSMODG00000027668
7.97757308603518e-09	0.289340128835316	0.985	0.952	0.00022992163391262	Cluster 1	ENSMODG00000018427
1.32208579962757e-24	0.289279913042036	0.982	0.989	3.81038348310663e-20	Cluster 1	ENSMODG00000007134
3.3379925368782e-19	0.288598470537241	0.982	0.977	9.62042829053667e-15	Cluster 1	ENSMODG00000004160
9.36036550457514e-07	0.288178097072198	0.846	0.812	0.026977509420736	Cluster 1	ENSMODG00000003166
9.98945857953588e-15	0.288134703855107	0.995	0.995	2.87906185720804e-10	Cluster 1	ENSMODG00000020704
1.24303466737598e-25	0.288094159159536	1	1	3.58255021484431e-21	Cluster 1	ENSMODG00000004761
1.13793331596217e-25	0.287424274151839	0.321	0.053	3.27963760993457e-21	Cluster 1	ENSMODG00000012290
2.53032463574469e-20	0.287111689875417	0.298	0.064	7.29264863267978e-16	Cluster 1	ENSMODG00000019023
4.52571779184332e-23	0.287046406266012	1	0.998	1.30435712478716e-18	Cluster 1	ENSMODG00000005134
4.11340734964251e-18	0.286928333548529	0.275	0.062	1.18552513224047e-13	Cluster 1	ENSMODG00000003467
9.56391080202943e-17	0.286658901971105	0.821	0.755	2.7564147322529e-12	Cluster 1	ENSMODG00000004513
1.03091511775203e-13	0.286244430912918	0.712	0.55	2.97120046087313e-09	Cluster 1	ENSMODG00000006223
2.41896615189806e-09	0.286030130055043	0.927	0.979	6.9717023463854e-05	Cluster 1	ENSMODG00000001170
2.16297979422624e-19	0.285736040183404	0.967	0.956	6.23392406493946e-15	Cluster 1	ENSMODG00000008388
1.09956822655186e-13	0.285533248306358	0.97	0.979	3.16906558574511e-09	Cluster 1	ENSMODG00000000343
3.94622874471038e-10	0.285520803202123	0.879	0.858	1.13734258651298e-05	Cluster 1	ENSMODG00000018573
6.68550076725698e-27	0.285515576605515	0.997	0.968	1.92682817613113e-22	Cluster 1	ENSMODG00000006708
4.76276890689411e-24	0.284614686902213	0.955	0.954	1.37267762665595e-19	Cluster 1	ENSMODG00000003676
3.38523541573162e-06	0.283969662445882	0.75	0.716	0.097565869916801	Cluster 1	ENSMODG00000019560
1.30145668226205e-17	0.283730072263148	0.99	0.989	3.75092830394745e-13	Cluster 1	ENSMODG00000020112
5.61000630761237e-33	0.283585571079271	0.997	1	1.61685991791696e-28	Cluster 1	ENSMODG00000009633
1.35839959364835e-10	0.283531547084034	1	1	3.9150434688539e-06	Cluster 1	ENSMODG00000004722
4.74714032229505e-10	0.283280329542997	1	1	1.36817331228866e-05	Cluster 1	ENSMODG00000000462
7.32096922287993e-32	0.282462703079885	0.972	0.954	2.10997653972622e-27	Cluster 1	ENSMODG00000005665
1.88174861946247e-19	0.282266401808619	0.866	0.858	5.42338769615279e-15	Cluster 1	ENSMODG00000020776
1.76513941170788e-07	0.281626166894594	0.727	0.713	0.00508730829848328	Cluster 1	ENSMODG00000013383
1.25153206763867e-22	0.281539910351049	0.917	0.842	3.60704057214141e-18	Cluster 1	ENSMODG00000021034
5.68299932505067e-13	0.281168713768678	0.952	0.963	1.63789723547285e-08	Cluster 1	ENSMODG00000004590
1.12579187505926e-10	0.280946921811177	0.972	0.97	3.24464476310828e-06	Cluster 1	ENSMODG00000007551
4.43963507592381e-21	0.280706531311805	1	1	1.279547225232e-16	Cluster 1	ENSMODG00000017665
2.70103237296807e-28	0.28023316920634	0.947	0.954	7.78464540213129e-24	Cluster 1	ENSMODG00000008017
6.4381656126268e-10	0.280192892594984	0.866	0.872	1.85554371121517e-05	Cluster 1	ENSMODG00000014636
6.26217731700316e-32	0.280178594610237	0.47	0.133	1.80482212453348e-27	Cluster 1	ENSMODG00000007423
5.77074587832034e-25	0.280009046092173	0.876	0.773	1.6631866695907e-20	Cluster 1	ENSMODG00000002994
5.8604978645442e-16	0.27982241502967	0.942	0.883	1.68905408954028e-11	Cluster 1	ENSMODG00000002929
2.64137766171392e-17	0.27937441102734	0.944	0.897	7.61271455882568e-13	Cluster 1	ENSMODG00000010301
2.62306318972315e-27	0.278198852998591	1	1	7.5599304191011e-23	Cluster 1	ENSMODG00000023822
5.13171117789986e-13	0.277512935138694	1	1	1.47901047858252e-08	Cluster 1	ENSMODG00000016316
1.64591217529657e-09	0.277229037456755	0.997	1	4.74368348042223e-05	Cluster 1	ENSMODG00000013369
5.38386298585075e-20	0.276911580197789	0.975	0.968	1.55168315115204e-15	Cluster 1	ENSMODG00000011704
3.16521427582439e-09	0.276722866351428	1	1	9.12246406435348e-05	Cluster 1	ENSMODG00000012029
5.95240750471296e-12	0.276615949879723	0.982	0.989	1.71554336693332e-07	Cluster 1	ENSMODG00000013056
1.49314270876145e-17	0.276604063733353	0.29	0.078	4.30338660092138e-13	Cluster 1	ENSMODG00000002832
1.10443640752468e-14	0.276468630827114	0.689	0.55	3.18309617012689e-10	Cluster 1	ENSMODG00000017610
5.77932423562648e-13	0.276091504732541	0.995	0.995	1.66565903794991e-08	Cluster 1	ENSMODG00000003256
1.49411323960801e-28	0.275983248429003	0.879	0.704	4.30618376787425e-24	Cluster 1	ENSMODG00000016309
3.18661952617248e-22	0.275401480272019	0.99	1	9.1841561363817e-18	Cluster 1	ENSMODG00000020773
1.8270231081109e-42	0.274823070104844	0.997	0.998	5.26566329988642e-38	Cluster 1	ENSMODG00000001410
5.44046449326086e-10	0.274683919753684	0.429	0.284	1.56799627160271e-05	Cluster 1	ENSMODG00000021218
8.28461253945946e-13	0.274678377490019	0.944	0.924	2.38770817999761e-08	Cluster 1	ENSMODG00000003735
7.30748759239073e-20	0.274565726128304	1	1	2.10609099900293e-15	Cluster 1	ENSMODG00000018491
2.80222585968882e-08	0.274227235212806	0.962	1	0.000807629515020916	Cluster 1	ENSMODG00000010449
6.85716008468757e-30	0.273794950007946	0.955	0.924	1.9763021080078e-25	Cluster 1	ENSMODG00000008543
4.1955048911427e-08	0.273682100134193	0.856	0.851	0.00120918646467624	Cluster 1	ENSMODG00000004436
3.48023372121991e-14	0.27353062449773	0.997	1	1.00303816079279e-09	Cluster 1	ENSMODG00000006054
2.45143063713819e-07	0.273528194010596	1	1	0.00706526823929599	Cluster 1	ENSMODG00000000573
6.8368394600852e-14	0.273358246098942	0.874	0.842	1.97044550079116e-09	Cluster 1	ENSMODG00000019651
1.53545235277145e-22	0.273256842962271	0.29	0.05	4.42532722592258e-18	Cluster 1	ENSMODG00000002558
2.82062505238181e-08	0.27320523903755	0.98	0.977	0.000812932346346961	Cluster 1	ENSMODG00000017139
1.9113693522864e-31	0.272989967889027	0.753	0.509	5.50875761022464e-27	Cluster 1	ENSMODG00000010950
2.02454527344487e-16	0.272920225902321	1	1	5.83494193259547e-12	Cluster 1	ENSMODG00000012111
6.98079292529567e-23	0.272149487014453	0.997	0.998	2.01193432899947e-18	Cluster 1	ENSMODG00000002493
4.63882782583516e-20	0.271930340492143	0.997	1	1.33695656768395e-15	Cluster 1	ENSMODG00000014191
5.33950517124485e-10	0.271920399175507	0.955	0.952	1.53889878540448e-05	Cluster 1	ENSMODG00000000661
5.76368765976e-30	0.271913569911866	0.99	0.984	1.66115242041943e-25	Cluster 1	ENSMODG00000004456
9.63522279096902e-18	0.271867592241933	0.99	1	2.77696756058518e-13	Cluster 1	ENSMODG00000005208
1.39734357569167e-18	0.27151333387794	0.934	0.849	4.02728391950095e-14	Cluster 1	ENSMODG00000017745
1.92961395369173e-43	0.270921283049681	0.992	1	5.56134037593493e-39	Cluster 1	ENSMODG00000012852
9.74340969335747e-21	0.270781488930822	0.985	0.979	2.80814810772256e-16	Cluster 1	ENSMODG00000007562
9.92618585336889e-07	0.270704641570567	0.962	0.977	0.0286082602479945	Cluster 1	ENSMODG00000004075
4.17345995428368e-13	0.270582473256427	0.952	0.959	1.2028328934241e-08	Cluster 1	ENSMODG00000017989
9.95706634420087e-19	0.270543153890982	0.997	0.986	2.86972609106213e-14	Cluster 1	ENSMODG00000009940
1.01084521254877e-11	0.270362927024801	0.995	1	2.91335698708681e-07	Cluster 1	ENSMODG00000001425
1.98872874202321e-08	0.270062929150476	0.798	0.734	0.00057317151073851	Cluster 1	ENSMODG00000013530
9.30827347931085e-19	0.269365192302019	0.99	0.977	2.68273749947218e-14	Cluster 1	ENSMODG00000018774
1.96001622190481e-18	0.268930016926387	0.351	0.115	5.64896275315185e-14	Cluster 1	ENSMODG00000006798
7.59092139390373e-07	0.268401432765808	1	1	0.02187779454937	Cluster 1	ENSMODG00000002824
1.90408719016783e-15	0.268260381129626	0.949	0.995	5.48776969078269e-11	Cluster 1	ENSMODG00000021415
6.68201306275466e-16	0.268214603339642	1	1	1.92582298481652e-11	Cluster 1	ENSMODG00000023662
4.38553106853879e-28	0.267558245036032	0.343	0.055	1.26395390926357e-23	Cluster 1	ENSMODG00000023098
2.48273885838632e-10	0.267136702470813	1	0.995	7.15550166375521e-06	Cluster 1	ENSMODG00000023298
1.12220349861247e-11	0.267064972028524	0.947	0.989	3.23430270335101e-07	Cluster 1	ENSMODG00000001349
1.55269993840005e-25	0.267062550436664	0.997	1	4.47503649246279e-21	Cluster 1	ENSMODG00000014904
4.81143658544394e-10	0.266359556920242	0.902	0.899	1.3867041382908e-05	Cluster 1	ENSMODG00000008609
1.04412718193432e-13	0.266149585775254	0.972	0.966	3.00927895105289e-09	Cluster 1	ENSMODG00000003698
9.89624380771913e-22	0.265883814825061	0.977	0.956	2.85219642782273e-17	Cluster 1	ENSMODG00000006263
1.69338403873066e-32	0.265282303450711	0.982	0.913	4.88050213802562e-28	Cluster 1	ENSMODG00000006067
5.49315775559877e-18	0.264755417498102	1	0.998	1.58318299674112e-13	Cluster 1	ENSMODG00000007914
4.16676706410378e-14	0.264530532064724	0.995	0.993	1.20090393554535e-09	Cluster 1	ENSMODG00000008621
3.36834368237149e-26	0.264334182906038	0.273	0.021	9.70790332696288e-22	Cluster 1	ENSMODG00000025022
5.68752812832147e-26	0.264107248294154	0.29	0.032	1.63920248186353e-21	Cluster 1	ENSMODG00000014358
2.38622765118854e-27	0.263973297567115	1	1	6.87734671349049e-23	Cluster 1	ENSMODG00000002903
2.2333388385732e-15	0.263770502980354	0.932	0.915	6.43670586665181e-11	Cluster 1	ENSMODG00000013105
5.96318412201327e-16	0.263655856172858	0.975	0.998	1.71864929580544e-11	Cluster 1	ENSMODG00000011804
1.02078456710492e-08	0.262893201514627	0.99	0.998	0.000294200320085309	Cluster 1	ENSMODG00000018701
1.10584275767693e-26	0.262856559591577	0.896	0.787	3.18714941190069e-22	Cluster 1	ENSMODG00000012022
6.85416669890841e-19	0.262671575012744	0.412	0.163	1.97543938429239e-14	Cluster 1	ENSMODG00000024678
2.34981582328294e-08	0.261181207882093	0.763	0.688	0.000677240418428376	Cluster 1	ENSMODG00000019506
1.25718589086649e-20	0.260973397800027	0.987	0.989	3.6233354560663e-16	Cluster 1	ENSMODG00000028065
1.37893029013567e-33	0.260680684295001	0.96	0.881	3.97421498920001e-29	Cluster 1	ENSMODG00000005782
4.95180348612848e-25	0.260311265140665	0.992	0.986	1.42715928273709e-20	Cluster 1	ENSMODG00000010578
1.70338511545225e-19	0.260220970787061	0.992	1	4.90932624124493e-15	Cluster 1	ENSMODG00000005207
9.4505764209509e-20	0.259205472192762	0.826	0.683	2.72375063028226e-15	Cluster 1	ENSMODG00000019011
1.309534846956e-08	0.258711189396452	0.965	0.986	0.000377421038241188	Cluster 1	ENSMODG00000012305
1.53800299726435e-10	0.258402292195693	0.957	0.972	4.43267843841559e-06	Cluster 1	ENSMODG00000018741
1.63494425088424e-13	0.258226548847867	0.437	0.261	4.71207282547346e-09	Cluster 1	ENSMODG00000001815
4.44889090473381e-12	0.258064740922116	0.833	0.748	1.28221484765333e-07	Cluster 1	ENSMODG00000000866
3.87590384656364e-07	0.257980418941223	0.457	0.337	0.0111707424761811	Cluster 1	ENSMODG00000016232
1.64558938846509e-12	0.257961095583509	0.997	0.961	4.74275317649523e-08	Cluster 1	ENSMODG00000018802
3.64058136607301e-07	0.257870599448857	0.99	1	0.010492519555159	Cluster 1	ENSMODG00000005465
2.78425405546297e-26	0.257308339766788	0.902	0.839	8.02449861324982e-22	Cluster 1	ENSMODG00000005617
1.11634973416476e-10	0.257296185465783	0.944	0.913	3.21743156883625e-06	Cluster 1	ENSMODG00000003468
8.97280434884015e-08	0.25688023835849	0.992	0.998	0.00258605194137922	Cluster 1	ENSMODG00000004358
3.33535363420344e-16	0.256700327664569	1	1	9.61282270913774e-12	Cluster 1	ENSMODG00000011636
6.90017009440674e-40	0.256685157817775	0.995	0.982	1.98869802290897e-35	Cluster 1	ENSMODG00000018027
3.59748836250664e-11	0.256205895247944	0.96	0.954	1.03683212095804e-06	Cluster 1	ENSMODG00000013938
1.13856941175639e-13	0.256066196575199	0.98	0.968	3.2814709016231e-09	Cluster 1	ENSMODG00000000678
6.49758416724977e-27	0.255687788978522	0.99	0.966	1.87266873284306e-22	Cluster 1	ENSMODG00000015356
7.44800558671421e-10	0.255604709320579	0.843	0.768	2.1465896901469e-05	Cluster 1	ENSMODG00000020357
4.10282080885592e-14	0.254367795581139	0.798	0.736	1.18247398532036e-09	Cluster 1	ENSMODG00000012362
6.3475073366533e-25	0.254320652130362	0.997	0.998	1.82941508949685e-20	Cluster 1	ENSMODG00000017189
1.48514053977896e-23	0.254303986655972	0.997	0.995	4.28032354969693e-19	Cluster 1	ENSMODG00000012810
5.42846542453095e-34	0.254104453183129	0.995	0.998	1.56453802000407e-29	Cluster 1	ENSMODG00000020110
1.15302279111369e-29	0.253973084860119	1	1	3.32312698626876e-25	Cluster 1	ENSMODG00000016779
3.93041079611395e-38	0.25319997708401	0.995	0.998	1.132783695548e-33	Cluster 1	ENSMODG00000012538
2.34162483198002e-36	0.252846690020699	0.997	1	6.74879692824962e-32	Cluster 1	ENSMODG00000018952
2.77349722120801e-21	0.252642698800014	0.997	0.975	7.99349634124361e-17	Cluster 1	ENSMODG00000009821
4.19633732221849e-43	0.252220396121369	0.851	0.686	1.20942637963659e-38	Cluster 1	ENSMODG00000027578
5.94310601722452e-28	0.251998367622905	1	1	1.71286258522428e-23	Cluster 1	ENSMODG00000012020
3.66301157306059e-43	0.250931402128408	1	1	1.05571656547179e-38	Cluster 1	ENSMODG00000005669
8.87308150163299e-14	0.250519290806171	0.881	0.823	2.55731081958564e-09	Cluster 1	ENSMODG00000005624
5.65116178568282e-34	0.250411866275644	0.424	0.08	1.62872133825164e-29	Cluster 1	ENSMODG00000007954
3.48378399763833e-23	0.250264226563401	0.992	0.979	1.00406138595934e-18	Cluster 1	ENSMODG00000001353
2.33314641669794e-22	0.250054488422215	0.987	1	6.72436128756513e-18	Cluster 1	ENSMODG00000018206
2.01298473704033e-09	0.250017517908547	0.985	0.979	5.80162331062395e-05	Cluster 1	ENSMODG00000010453
3.23064012451299e-11	0.96187177300384	1	0.908	9.3110279028589e-07	Cluster 2	ENSMODG00000022941
7.83225142667497e-11	0.932340497889117	1	0.908	2.25733318368199e-06	Cluster 2	ENSMODG00000029146
3.75595321421211e-08	0.76836218127516	1	0.965	0.00108250327586807	Cluster 2	ENSMODG00000003136
2.67863113379174e-06	0.696157292983881	1	0.981	0.0772008279070118	Cluster 2	ENSMODG00000013886
9.33328402577363e-08	0.596557293807459	1	0.942	0.00268994578906822	Cluster 2	ENSMODG00000016708
6.09970483737659e-07	0.580889072838488	0.96	0.871	0.0175799593118031	Cluster 2	ENSMODG00000024846
9.18520709449825e-08	0.547551316436241	1	1	0.00264726853670534	Cluster 2	ENSMODG00000017326
2.82541036705842e-06	0.521667700275117	1	0.967	0.0814311521889907	Cluster 2	ENSMODG00000001876
1.04507664039797e-08	0.507484115026277	1	1	0.0003012015385291	Cluster 2	ENSMODG00000000101
3.45617605280825e-06	0.490775129951103	1	0.976	0.0996104500179864	Cluster 2	ENSMODG00000003073
7.41866871895477e-07	0.472955198311894	1	0.985	0.0213813451148995	Cluster 2	ENSMODG00000007053
6.71673597238866e-11	0.427164582574127	1	1	1.93583047460214e-06	Cluster 2	ENSMODG00000007717
1.81852815245353e-06	0.420959239018135	1	1	0.0524117998818633	Cluster 2	ENSMODG00000025312
1.87477797950268e-06	0.397994989306036	0.84	0.611	0.0540329761472467	Cluster 2	ENSMODG00000005916
1.00815981280526e-07	0.39783005080122	1	0.998	0.00290561739648604	Cluster 2	ENSMODG00000009055
9.13351526821194e-09	0.383541552327183	1	0.98	0.000263237043545136	Cluster 2	ENSMODG00000007705
3.92752275111204e-07	0.380130245526532	1	0.933	0.01131951332098	Cluster 2	ENSMODG00000015815
6.37032427964292e-07	0.376459981687529	1	1	0.0183599116063589	Cluster 2	ENSMODG00000009520
9.48978898347848e-08	0.374852606947667	1	0.996	0.00273505208292833	Cluster 2	ENSMODG00000015260
3.26855358483694e-07	0.374091676658783	1	0.976	0.00942029828685855	Cluster 2	ENSMODG00000002868
5.87971003411596e-11	0.363980801497094	0.68	0.203	1.69459122893256e-06	Cluster 2	ENSMODG00000018755
2.54035142819325e-07	0.361148803859158	1	0.96	0.00732154685119578	Cluster 2	ENSMODG00000013036
5.39930004171854e-08	0.345985366421464	1	0.998	0.0015561322650237	Cluster 2	ENSMODG00000012709
3.44904527399383e-07	0.337805722295184	1	0.993	0.00994049338417762	Cluster 2	ENSMODG00000008581
6.48251697175726e-07	0.326851132778428	1	0.999	0.0186832621643016	Cluster 2	ENSMODG00000003146
2.32277875808405e-07	0.32565030496976	1	1	0.00669448065867404	Cluster 2	ENSMODG00000013680
1.23884851833972e-06	0.320428080467598	0.96	0.649	0.0357048531470691	Cluster 2	ENSMODG00000020670
2.16402011064324e-06	0.31839776390046	1	0.945	0.0623692236088489	Cluster 2	ENSMODG00000018270
6.34120285612021e-08	0.314612493080989	1	1	0.00182759807516241	Cluster 2	ENSMODG00000017363
2.75026897781319e-09	0.307498761797038	1	0.839	7.92655022095539e-05	Cluster 2	ENSMODG00000019527
1.40643133330828e-07	0.306669347441387	1	1	0.00405347574572781	Cluster 2	ENSMODG00000011909
9.37732905122328e-09	0.301846064782528	0.72	0.294	0.000270264000585306	Cluster 2	ENSMODG00000010410
2.43727746429658e-08	0.300974920428333	0.96	0.831	0.000702447737984919	Cluster 2	ENSMODG00000015809
7.44866366991187e-07	0.297835350180446	1	0.969	0.021467793563053	Cluster 2	ENSMODG00000001955
2.06788637066198e-06	0.293767161275379	0.76	0.414	0.0595985530888489	Cluster 2	ENSMODG00000029467
1.84930529878908e-06	0.286199812239161	1	1	0.0532988280164002	Cluster 2	ENSMODG00000029106
5.49625806213999e-17	0.281396523279529	0.56	0.078	1.58407653608937e-12	Cluster 2	ENSMODG00000013787
2.5799113144196e-06	0.271686970066881	1	0.967	0.0743556239928874	Cluster 2	ENSMODG00000013086
4.95547250617926e-08	0.269905297816053	1	0.971	0.00142821673100593	Cluster 2	ENSMODG00000005316
3.40052331524475e-06	0.25766605048937	1	1	0.0980064824686689	Cluster 2	ENSMODG00000008731
1.17130711845868e-40	0.843370051242476	1	0.894	3.37582424610977e-36	EarlyEpi	ENSMODG00000001008
1.95843003693413e-26	0.815544043534414	0.94	0.733	5.64439120944787e-22	EarlyEpi	ENSMODG00000027806
1.6021932386491e-36	0.799179426698596	1	0.802	4.61768113311057e-32	EarlyEpi	ENSMODG00000010831
1.14080627693414e-24	0.793887018976174	1	0.917	3.28791777075188e-20	EarlyEpi	ENSMODG00000018479
7.8373930544978e-30	0.786873280726658	1	0.671	2.25881505223681e-25	EarlyEpi	ENSMODG00000017979
2.67076770294177e-29	0.779296900091649	0.988	0.676	7.69741959664847e-25	EarlyEpi	ENSMODG00000019463
1.66875856417041e-37	0.775788037524465	0.988	0.62	4.80952905779554e-33	EarlyEpi	ENSMODG00000012783
6.8298282041149e-41	0.77060577581162	0.988	0.702	1.96842478670796e-36	EarlyEpi	ENSMODG00000016760
1.5952737630841e-36	0.765895425529975	1	1	4.5977385125847e-32	EarlyEpi	ENSMODG00000002653
1.08735034970668e-26	0.710371364115301	1	0.985	3.13385244288961e-22	EarlyEpi	ENSMODG00000017269
2.427168242093e-26	0.702048986422096	1	0.989	6.99534159053622e-22	EarlyEpi	ENSMODG00000002756
2.09949960673701e-20	0.683810369232392	1	0.94	6.05096781657673e-16	EarlyEpi	ENSMODG00000020815
4.10301446387323e-26	0.681058917501161	1	0.944	1.1825297986329e-21	EarlyEpi	ENSMODG00000034463
3.31161804115253e-27	0.650206003400633	1	0.949	9.5444143564057e-23	EarlyEpi	ENSMODG00000024972
6.55289730895337e-29	0.650008058076152	1	0.977	1.88861053341345e-24	EarlyEpi	ENSMODG00000001678
1.65295874433066e-23	0.594982789236841	1	0.976	4.76399239703539e-19	EarlyEpi	ENSMODG00000007799
2.37799329441642e-26	0.580802286415171	1	1	6.85361447383756e-22	EarlyEpi	ENSMODG00000027768
2.16151234248025e-28	0.572814439448753	1	0.852	6.22969472226233e-24	EarlyEpi	ENSMODG00000013615
1.72246230935195e-23	0.571681446570492	1	0.746	4.96430862178327e-19	EarlyEpi	ENSMODG00000009522
1.14475788924716e-27	0.568593388425369	1	0.836	3.29930671259923e-23	EarlyEpi	ENSMODG00000003594
4.95047339083854e-21	0.565891423701124	0.988	0.726	1.42677593597358e-16	EarlyEpi	ENSMODG00000003761
6.84339145624246e-24	0.561439461991338	0.988	0.894	1.97233385160364e-19	EarlyEpi	ENSMODG00000018083
4.52848964032738e-27	0.559491157563257	1	0.992	1.30515599923875e-22	EarlyEpi	ENSMODG00000002481
3.56859345250604e-11	0.551043833151919	1	0.997	1.02850431894677e-06	EarlyEpi	ENSMODG00000000572
2.8179223100927e-27	0.539585962339048	1	1	8.12153388991818e-23	EarlyEpi	ENSMODG00000013152
4.09940891855558e-33	0.528631858453711	1	0.874	1.1814906444169e-28	EarlyEpi	ENSMODG00000005120
2.69414553792418e-21	0.52665543227368	1	0.687	7.76479685485129e-17	EarlyEpi	ENSMODG00000015540
8.6432351432363e-20	0.525491040304839	1	0.964	2.49106680063213e-15	EarlyEpi	ENSMODG00000018427
3.58101715777056e-26	0.52169125755114	0.988	0.676	1.03208495504105e-21	EarlyEpi	ENSMODG00000018530
4.99074892844091e-30	0.518425776011537	0.94	0.628	1.43838374866596e-25	EarlyEpi	ENSMODG00000010523
7.2268467945283e-21	0.517916826598579	1	0.995	2.082849514651e-16	EarlyEpi	ENSMODG00000029345
1.69764466641055e-17	0.506781043176232	1	0.988	4.89278169306184e-13	EarlyEpi	ENSMODG00000011590
2.91541751635396e-25	0.505469490522038	1	0.985	8.40252482388374e-21	EarlyEpi	ENSMODG00000001770
2.76076811849915e-17	0.497978298630476	1	0.933	7.95680979432639e-13	EarlyEpi	ENSMODG00000001163
3.33852785279712e-25	0.477319606085472	1	0.996	9.62197112454657e-21	EarlyEpi	ENSMODG00000016325
1.62749360703804e-27	0.462206166174225	0.988	0.897	4.69059932484433e-23	EarlyEpi	ENSMODG00000008572
1.20290435401558e-20	0.459280240070407	1	0.886	3.46689063870829e-16	EarlyEpi	ENSMODG00000017971
6.66797177488586e-13	0.457229507741739	0.833	0.631	1.92177614523985e-08	EarlyEpi	ENSMODG00000023964
2.04909440037817e-21	0.451837145652669	0.988	0.91	5.90569497132992e-17	EarlyEpi	ENSMODG00000016186
9.74958189029661e-25	0.451233149807902	1	0.976	2.80992699660239e-20	EarlyEpi	ENSMODG00000010941
3.62932165850992e-18	0.449136494310969	1	0.952	1.04600679519914e-13	EarlyEpi	ENSMODG00000018603
7.16765472078259e-27	0.44837082512115	0.988	0.794	2.06578976707675e-22	EarlyEpi	ENSMODG00000013963
4.15363349209045e-22	0.433865808748421	1	1	1.19711870875539e-17	EarlyEpi	ENSMODG00000005589
9.10446003643168e-19	0.425767927854402	1	0.995	2.62399642709997e-14	EarlyEpi	ENSMODG00000013321
2.60545493556936e-27	0.421648347977949	1	0.993	7.50918166980447e-23	EarlyEpi	ENSMODG00000005329
2.00173754354737e-21	0.420680513733408	1	0.997	5.76920777425789e-17	EarlyEpi	ENSMODG00000019447
